attendance,reporting_status,artist_name,gender,generation,tour_type,members,stage_setup,company,continent,country,city,venue_name,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
4606.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Sapporo,Sapporo Arts and Culture Theater,concert hall,2302.0,2,2019,3,1,Sat,Sun,1,2,rookie
4632.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Fukuoka,Fukuoka Sunpalace Hotel Hall,concert hall,2316.0,2,2019,3,1,Sun,Mon,1,2,rookie
2400.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Nagoya,Nagoya Civic Assembly Hall,concert hall,2000.0,1,2019,3,1,Thu,Thu,0,2,rookie
49921.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2019,3,1,Fri,Sun,1,2,rookie
5622.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Newark,Prudential Center,arena,17000.0,1,2019,4,2,Wed,Wed,0,2,rookie
3197.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Atlanta,Coca-Cola Roxy,concert hall,3600.0,1,2019,4,2,Fri,Fri,1,2,rookie
5206.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Miami,Watsco Center,arena,8000.0,1,2019,4,2,Sun,Sun,1,2,rookie
6066.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Grand Prairie,Texas Trust CU Theatre,concert hall,6350.0,1,2019,5,2,Wed,Wed,0,2,rookie
4725.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Phoenix,Arizona Financial Theatre,theater,5000.0,1,2019,5,2,Fri,Fri,1,2,rookie
6294.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Sugar Land,Smart Financial Centre,concert hall,6400.0,1,2019,5,2,Sun,Sun,1,2,rookie
4199.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Rosemont,Rosemont Theatre,theater,4400.0,1,2019,5,2,Tue,Tue,0,2,rookie
5812.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,San Jose,San Jose Civic,theater,3036.0,2,2019,5,2,Thu,Fri,0,2,rookie
6534.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Los Angeles,Peacock Theater,arena,7100.0,1,2019,5,2,Sun,Sun,1,2,rookie
4118.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,Canada,Toronto,Coca-Cola Coliseum,concert hall,9250.0,1,2019,5,2,Fri,Fri,1,2,rookie
3228.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,Canada,Vancouver,Pacific Coliseum,arena,17500.0,1,2019,5,2,Sun,Sun,1,2,rookie
2910.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,Mexico,Mexico City,Teatro Metropolitan,theater,3165.0,1,2019,5,2,Tue,Tue,0,2,rookie
10746.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,3,2019,6,2,Fri,Sun,1,2,rookie
4631.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Europe,Russia,Saint Petersburg,Ice Palace,arena,12300.0,1,2019,6,2,Wed,Wed,0,2,rookie
6186.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Europe,Russia,Moscow,Megasport Sport Palace,arena,16500.0,1,2019,6,2,Sat,Sat,1,2,rookie
6402.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Europe,England,London,Wembley Arena,arena,12500.0,1,2019,7,3,Sun,Sun,1,3,growing
3752.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Europe,France,Paris,La Seine Musicale,concert hall,6000.0,1,2019,7,3,Wed,Wed,0,3,growing
4218.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2019,7,3,Sat,Sat,1,3,growing
24352.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2019,12,4,Wed,Thu,0,3,growing
15000.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2020,1,1,Sat,Sun,1,3,growing
5500.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Niigata,Toki Messe,concert hall,10000.0,1,2020,1,1,Sat,Sat,1,3,growing
29646.0,parcial,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",Asia,Japan,Tokyo,Keio Arena Tokyo,arena,10000.0,3,2020,2,1,Sat,Mon,1,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,New York,Madison Square Garden,,,1,2020,6,2,Fri,Fri,1,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Duluth,Gas South Arena,arena,13100.0,1,2020,6,2,Wed,Wed,0,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Chicago,Wintrust Arena,arena,10387.0,1,2020,6,2,Mon,Mon,0,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,San Jose,SAP Center,arena,19190.0,1,2020,6,2,Thu,Thu,0,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2020,6,2,Fri,Fri,1,3,growing
,unreported,NCT127,male,3,world tour,8,end stage,"SM,KAKAO",North America,United States,Seattle,WAMU Theater,concert hall,7000.0,1,2020,6,2,Sun,Sun,1,3,growing
36900.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,3,2019,8,3,Fri,Sun,1,3,growing
23329.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2019,10,4,Tue,Wed,0,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Aichi Sky Expo,concert hall,10000.0,1,2019,10,4,Sat,Sat,1,3,growing
13000.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Aichi Sky Expo,concert hall,10000.0,2,2019,10,4,Sun,Mon,1,3,growing
24155.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Yokohama,Yokohama Arena,arena,17000.0,2,2019,10,4,Wed,Thu,0,3,growing
43500.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Chiba,Makuhari Messe,arena,,3,2019,11,4,Thu,Sat,0,3,growing
4566.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Indonesia,Jakarta,Istora Senayan,arena,7166.0,1,2019,11,4,Sat,Sat,1,3,growing
8538.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,2,2019,11,4,Sat,Sun,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,1,2020,1,1,Fri,Fri,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Chicago,United Center,arena,23500.0,1,2020,1,1,Sun,Sun,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Irving,Toyota Music Factory,theater,4000.0,1,2020,1,1,Tue,Tue,0,3,growing
4793.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Sugar Land,Smart Financial Centre,concert hall,6400.0,1,2020,1,1,Wed,Wed,0,3,growing
7233.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,Mexico,Mexico City,Palacio de los Deportes,arena,26000.0,1,2020,1,1,Fri,Fri,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2020,1,1,Sun,Sun,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,San Jose,SAP Center,arena,19190.0,1,2020,1,1,Tue,Tue,0,3,growing
3878.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Kent,accesso ShoWare Center,arena,7141.0,1,2020,1,1,Thu,Thu,0,3,growing
7636.0,parcial,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2020,2,1,Sat,Sat,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2020,2,1,Sat,Sat,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,1,2020,2,1,Sat,Sat,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Europe,Spain,Madrid,Movistar Arena,arena,15000.0,1,2020,3,1,Tue,Tue,0,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Europe,France,Paris,La Seine Musicale,concert hall,6000.0,1,2020,3,1,Thu,Thu,0,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Europe,England,London,Wembley Arena,arena,12500.0,1,2020,3,1,Sun,Sun,1,3,growing
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Europe,Germany,Berlin,Uber Arena,arena,17000.0,1,2020,3,1,Tue,Tue,0,3,growing
34923.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Seoul,Gocheok Sky Dome,stadium,16744.0,2,2022,6,2,Sat,Sun,1,6,established
8377.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,Canada,Vancouver,Rogers Arena,arena,19000.0,1,2022,8,3,Wed,Wed,0,6,established
8806.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,1,2022,8,3,Fri,Fri,1,6,established
12601.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2022,8,3,Sun,Sun,1,6,established
12561.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2022,8,3,Wed,Wed,0,6,established
9124.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Houston,Toyota Center,arena,19000.0,1,2022,8,3,Sat,Sat,1,6,established
9282.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Fort Worth,Dickies Arena,arena,14000.0,1,2022,8,3,Tue,Tue,0,6,established
12421.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Chicago,United Center,arena,23500.0,1,2022,8,3,Thu,Thu,0,6,established
11341.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Washington,Capital One Arena,arena,20356.0,1,2022,8,3,Sun,Sun,1,6,established
9503.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Atlanta,State Farm Arena,arena,18000.0,1,2022,8,3,Tue,Tue,0,6,established
9028.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,New York,UBS Arena,arena,19000.0,1,2022,9,3,Thu,Thu,0,6,established
13763.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,Canada,Toronto,Scotiabank Arena,arena,19800.0,1,2022,9,3,Sat,Sat,1,6,established
10717.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,1,2022,9,3,Tue,Tue,0,6,established
17336.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Indonesia,Tangerang,ICE BSD,concert hall,,2,2022,9,3,Sat,Sun,1,6,established
19270.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,2,2022,10,4,Sat,Sun,1,6,established
16956.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,2,2022,10,4,Sat,Sun,1,6,established
8191.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2022,10,4,Thu,Thu,0,6,established
78593.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2022,11,4,Sat,Sun,1,6,established
93063.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2022,11,4,Sat,Sun,1,6,established
81644.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,2,2022,12,4,Sat,Sun,1,6,established
39480.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Bulacan,Philippine Arena,arena,55000.0,1,2022,12,4,Sat,Sat,1,6,established
25079.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Indonesia,Jakarta,Madya Stadium,stadium,,1,2022,12,4,Wed,Wed,0,6,established
34341.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Seoul,Gocheok Sky Dome,stadium,16744.0,2,2023,7,3,Fri,Sat,1,7,established
89119.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2023,9,3,Wed,Thu,0,7,established
61088.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Saitama,Belluna Dome,stadium,31552.0,2,2023,11,4,Thu,Fri,0,7,established
108239.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,3,2023,11,4,Thu,Sun,0,7,established
107848.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,3,2023,12,4,Thu,Sun,0,7,established
68670.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,2,2023,12,4,Sat,Sun,1,7,established
59023.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Thailand,Bangkok,Rajamangala Stadium,stadium,51560.0,2,2023,12,4,Sat,Sun,1,7,established
54035.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Bulacan,Philippine Sports Stadium,stadium,25000.0,2,2024,1,1,Sat,Sun,1,7,established
37486.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Macau,Macau,Macau Olympic Sports Center,stadium,16272.0,2,2024,1,1,Sat,Sun,1,7,established
56047.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Incheon,Incheon Stadium,stadium,29376.0,2,2024,3,1,Sat,Sun,1,7,established
71525.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Seoul,World Cup Stadium,stadium,66704.0,2,2024,4,2,Sat,Sun,1,7,established
100565.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Nagai Stadium,stadium,47853.0,2,2024,5,2,Sat,Sun,1,7,established
140328.0,reported,SEVENTEEN,male,3,asian tour,13,end stage,"Pledis,HYBE",Asia,Japan,Yokohama,Nissan Stadium,stadium,72327.0,2,2024,5,2,Sat,Sun,1,7,established
57421.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Goyang,Goyang Stadium,stadium,41311.0,2,2024,10,4,Sat,Sun,1,8,established
21808.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Rosemont,Allstate Arena,arena,22000.0,2,2024,10,4,Tue,Wed,0,8,established
25532.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,New York,UBS Arena,arena,19000.0,2,2024,10,4,Fri,Sun,1,8,established
25723.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,San Antonio,Frost Bank Center,arena,19000.0,2,2024,10,4,Thu,Fri,0,8,established
23409.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Oakland,Oakland Arena,arena,19596.0,2,2024,11,4,Tue,Wed,0,8,established
43069.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Los Angeles,BMO Stadium,stadium,22000.0,2,2024,11,4,Sat,Sun,1,8,established
76020.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,2,2024,11,4,Fri,Sat,1,8,established
87763.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2024,12,4,Wed,Thu,0,8,established
112150.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,3,2024,12,4,Thu,Sun,0,8,established
106571.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,3,2024,12,4,Thu,Sun,0,8,established
57632.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Bulacan,Philippine Sports Stadium,stadium,25000.0,2,2025,1,1,Sat,Sun,1,8,established
73985.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Singapore,Singapore,Singapore National Stadium,stadium,55000.0,2,2025,1,1,Sat,Sun,1,8,established
64819.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Indonesia,Jakarta,International Stadium,arena,82000.0,2,2025,2,1,Sat,Sun,1,8,established
68845.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Thailand,Bangkok,Rajamangala Stadium,stadium,51560.0,2,2025,2,1,Sat,Sun,1,8,established
50053.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Incheon,Incheon Stadium,stadium,29376.0,2,2025,9,3,Sat,Sun,1,9,established
71192.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Hong Kong,Hong Kong,Kai Tak Stadium,stadium,45995.0,2,2025,9,3,Sat,Sun,1,9,established
11319.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2025,10,4,Sat,Sat,1,9,established
26734.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Los Angeles,BMO Stadium,stadium,22000.0,2,2025,10,4,Thu,Fri,0,9,established
13220.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Austin,Moody Center,arena,16223.0,2,2025,10,4,Tue,Wed,0,9,established
15527.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Sunrise,Amerant Bank Arena,arena,23000.0,2,2025,10,4,Sun,Mon,1,9,established
18437.0,reported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",North America,United States,Washington,Capital One Arena,arena,20356.0,2,2025,10,4,Wed,Thu,0,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,3,2025,11,4,Thu,Sun,0,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,3,2025,12,4,Thu,Sun,0,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,12,4,Thu,Fri,0,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,2,2025,12,4,Sat,Sun,1,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Hong Kong,Hong Kong,Kai Tak Stadium,stadium,45995.0,2,2026,2,1,Sat,Sun,1,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Singapore,Singapore,Singapore National Stadium,stadium,55000.0,1,2026,3,1,Sat,Sat,1,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Thailand,Bangkok,Suphachalasai Stadium,stadium,35000.0,2,2026,3,1,Sat,Sun,1,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,Philippines,Bulacan,Philippine Sports Stadium,stadium,25000.0,1,2026,3,1,Sat,Sat,1,9,established
,unreported,SEVENTEEN,male,3,world tour,13,end stage,"Pledis,HYBE",Asia,South Korea,Incheon,Incheon Stadium,stadium,29376.0,2,2026,4,2,Sat,Sun,1,9,established
15693.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,3,2022,4,2,Fri,Sun,1,4,growing
12000.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Japan,Kobe,World Memorial Hall,arena,8000.0,2,2022,6,2,Sat,Sun,1,4,growing
21580.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,2,2022,6,2,Sat,Sun,1,4,growing
24186.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Newark,Prudential Center,arena,17000.0,2,2022,6,2,Tue,Wed,0,4,growing
12718.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Chicago,United Center,arena,23500.0,1,2022,7,3,Fri,Fri,1,4,growing
24920.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Inglewood,Kia Forum,arena,17500.0,2,2022,7,3,Sat,Sun,1,4,growing
12507.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2022,7,3,Tue,Tue,0,4,growing
23522.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,2,2022,7,3,Thu,Fri,0,4,growing
20026.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Anaheim,Honda Center,theater,10935.0,2,2022,7,3,Tue,Wed,0,4,growing
21641.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,2,2022,7,3,Tue,Wed,0,4,growing
20231.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2022,9,3,Sat,Sun,1,4,growing
15862.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Indonesia,Jakarta,Beach City International Stadium,arena,15000.0,2,2022,11,4,Sat,Sun,1,4,growing
20817.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,2,2023,2,1,Thu,Fri,0,4,growing
8813.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2023,2,1,Sun,Sun,1,4,growing
56862.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,2,2023,2,1,Sat,Sun,1,4,growing
23139.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,2,2023,2,1,Fri,Sat,1,4,growing
23897.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,2,2023,2,1,Tue,Wed,0,4,growing
79331.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2023,2,1,Sat,Sun,1,4,growing
17629.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,2,2023,3,1,Sat,Sun,1,4,growing
23019.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Atlanta,State Farm Arena,arena,18000.0,2,2023,3,1,Wed,Thu,0,4,growing
22626.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Fort Worth,Dickies Arena,arena,14000.0,2,2023,3,1,Sun,Mon,1,5,growing
45380.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,North America,United States,Los Angeles,BMO Stadium,stadium,22000.0,2,2023,3,1,Fri,Sun,1,5,growing
73789.0,reported,Stray Kids,male,4,dome tour,8,end stage,JYP,Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,2,2023,8,3,Wed,Thu,0,5,growing
75516.0,reported,Stray Kids,male,4,dome tour,8,end stage,JYP,Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,2,2023,9,3,Sat,Sun,1,5,growing
77833.0,reported,Stray Kids,male,4,dome tour,8,end stage,JYP,Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2023,9,3,Sat,Sun,1,5,growing
31267.0,reported,Stray Kids,male,4,dome tour,8,end stage,JYP,Asia,South Korea,Seoul,Gocheok Sky Dome,stadium,16744.0,2,2023,10,4,Sat,Sun,1,5,growing
95371.0,reported,Stray Kids,male,4,dome tour,8,end stage,JYP,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2023,10,4,Sat,Sun,1,5,growing
40907.0,reported,Stray Kids,male,4,world tour,8,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,4,2024,8,3,Sat,Sun,1,6,established
