attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights
,unreported,M&T Bank Stadium,stadium,70745.0,North America,United States,Baltimore,2
,unreported,AT&T Stadium,stadium,100000.0,North America,United States,Arlington,2
101094.0,parcial,Rogers Stadium,stadium,50000.0,North America,Canada,Toronto,2
124242.0,parcial,Soldier Field,stadium,62500.0,North America,United States,Chicago,2
287800.0,parcial,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,4
,unreported,MorumBIS,stadium,72039.0,South America,Brazil,São Paulo,3
,unreported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,4
7966.0,reported,Handball Gymnasium,arena,6500.0,Asia,South Korea,Seoul,2
19826.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2
10043.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1
6122.0,reported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1
8515.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,1
5961.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1
5577.0,reported,Radio City,theater,5960.0,North America,United States,New York,1
17019.0,reported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2
18800.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2
22723.0,reported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,2
80371.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
19400.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
25650.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,3
15376.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2
60495.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
76571.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
22446.0,reported,Dignity Health Sports Park,stadium,27000.0,North America,United States,Carson,1
8551.0,reported,Desert Diamond Arena,arena,19000.0,North America,United States,Glendale,1
9405.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,1
11687.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,1
20052.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2
12748.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1
15712.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2
17374.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2
31363.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3
23764.0,reported,New Clark Stadium,stadium,20000.0,Asia,Philippines,New Clark City,1
25077.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
11108.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,1
11950.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1
15684.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1
11428.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1
12224.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,1
51649.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3
20323.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2
13639.0,reported,Hiroshima Green Arena,arena,10000.0,Asia,Japan,Hiroshima,2
21071.0,reported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2
23011.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2
15689.0,reported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2
16640.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2
59948.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2
50345.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
75981.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
19482.0,reported,Philippine Sports Stadium,stadium,25000.0,Asia,Philippines,Bulacan,1
29882.0,reported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,1
77820.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2
85868.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2
22983.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2
12626.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1
18859.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,2
22298.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,1
15758.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,1
9576.0,reported,AO Arena,arena,21000.0,Europe,England,Manchester,1
13460.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1
8363.0,reported,ING Arena,arena,15000.0,Europe,Belgium,Brussels,1
12597.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1
12898.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1
23718.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,3
28799.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
32280.0,missing,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
,unreported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,1
,unreported,Estadio San Marcos,stadium,32000.0,South America,Peru,Lima,1
,unreported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,3
18818.0,parcial,American Airlines Center,arena,21000.0,North America,United States,Dallas,2
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2
20956.0,parcial,Snapdragon Stadium,,,North America,United States,San Diego,1
,unreported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1
,unreported,T-Mobile Arena,arena,20000.0,North America,United States,Las Vegas,1
,unreported,,,,Asia,Macau,Macau,2
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
,unreported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
,unreported,,,,Asia,Indonesia,Jakarta,1
,unreported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
,unreported,Unipol Dome,arena,16000.0,Europe,Italy,Milan,1
,unreported,La Défense Arena,arena,45000.0,Europe,France,Paris,1
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1
,unreported,,,,Asia,Singapore,Singapore,1
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,5
,unreported,Mercedes-Benz Arena,arena,18000.0,Asia,China,Shanghai,2
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
,unreported,Cadillac Arena,arena,19000.0,Asia,China,Beijing,2
,unreported,Chengdu Sports Centre,stadium,30000.0,Asia,China,Chengdu,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2
,unreported,Shaanxi Province Stadium,stadium,42383.0,Asia,China,Xi'an,1
,unreported,Chongqing Olympic Sports Center,stadium,58680.0,Asia,China,Chongqing,1
,unreported,Guangzhou International Sports Arena,arena,18000.0,Asia,China,Guangzhou,1
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,1
,unreported,Nanjing Olympic Sports Center,arena,13000.0,Asia,China,Nanjing,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2
,unreported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1
,unreported,UBC Thunderbird Arena,arena,8000.0,North America,Canada,Vancouver,1
,unreported,Memorial Sports Arena,arena,16740.0,North America,United States,Los Angeles,1
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1
9919.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1
,unreported,Dalian Sports Centre Stadium,arena,18000.0,Asia,China,Dalian,1
,unreported,Stadium Merdeka,stadium,25000.0,Asia,Malaysia,Kuala Lumpur,1
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,6
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
,unreported,Hiroshima Green Arena,arena,10000.0,Asia,Japan,Hiroshima,2
,unreported,Huanglong Sports Center,arena,8000.0,Asia,China,Hangzhou,1
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,3
,unreported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,2
,unreported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,3
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2
,unreported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,2
,unreported,Stadium Merdeka,stadium,25000.0,Asia,Malaysia,Kuala Lumpur,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
5999.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1
,unreported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1
8668.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1
,unreported,Seoul Olympic Stadium,stadium,65599.0,Asia,South Korea,Seoul,2
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,3
,unreported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,3
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2
68336.0,parcial,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2
96830.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
,unreported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1
78632.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
31185.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3
22140.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2
21913.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2
31029.0,reported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,3
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,2
,unreported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2
,unreported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,1
33245.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,3
20714.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2
13045.0,reported,T-Mobile Arena,arena,20000.0,North America,United States,Las Vegas,1
,unreported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,2
,unreported,La Défense Arena,arena,45000.0,Europe,France,Paris,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
,unreported,Taipei Dome,stadium,59833.0,Asia,Taiwan,Taipei,2
,unreported,Vinhomes Ocean Park 3,concert hall,,Asia,Vietnam,Hung Yen,2
49139.0,parcial,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3
37761.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
27169.0,reported,Barclays Center,arena,20000.0,North America,United States,New York,2
24756.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2
33129.0,reported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,2
26809.0,reported,Frost Bank Center,arena,19000.0,North America,United States,San Antonio,2
24094.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2
42799.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2
22138.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2
38721.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2
19684.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2
20104.0,reported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2
25494.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
19417.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,2
19403.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2
70153.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
52449.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2
19253.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2
10718.0,parcial,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2
42686.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,2
82510.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
23753.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2
23162.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,2
22144.0,reported,Benchmark International Arena,arena,21500.0,North America,United States,Tampa,2
23056.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2
27917.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2
22758.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,2
38375.0,parcial,Munhak Stadium,stadium,49084.0,Asia,South Korea,Incheon,2
24800.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2
4844.0,parcial,Orix Theater,theater,2400.0,Asia,Japan,Osaka,2
5000.0,parcial,HBG Hall,concert hall,2001.0,Asia,Japan,Hiroshima,2
3414.0,parcial,Honda no Mori Hall,concert hall,1700.0,Asia,Japan,Kanazawa,2
4606.0,parcial,Sapporo Arts and Culture Theater,concert hall,2302.0,Asia,Japan,Sapporo,2
4632.0,parcial,Fukuoka Sunpalace Hotel Hall,concert hall,2316.0,Asia,Japan,Fukuoka,2
2400.0,parcial,Nagoya Civic Assembly Hall,concert hall,2000.0,Asia,Japan,Nagoya,1
49921.0,parcial,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3
5622.0,parcial,Prudential Center,arena,17000.0,North America,United States,Newark,1
3197.0,parcial,Coca-Cola Roxy,concert hall,3600.0,North America,United States,Atlanta,1
5206.0,parcial,Watsco Center,arena,8000.0,North America,United States,Miami,1
6066.0,parcial,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1
4725.0,parcial,Arizona Financial Theatre,theater,5000.0,North America,United States,Phoenix,1
6294.0,parcial,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1
4199.0,parcial,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1
5812.0,parcial,San Jose Civic,theater,3036.0,North America,United States,San Jose,2
6534.0,parcial,Peacock Theater,arena,7100.0,North America,United States,Los Angeles,1
4118.0,parcial,Coca-Cola Coliseum,concert hall,9250.0,North America,Canada,Toronto,1
3228.0,parcial,Pacific Coliseum,arena,17500.0,North America,Canada,Vancouver,1
2910.0,parcial,Teatro Metropolitan,theater,3165.0,North America,Mexico,Mexico City,1
10746.0,parcial,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,3
4631.0,parcial,Ice Palace,arena,12300.0,Europe,Russia,Saint Petersburg,1
6186.0,parcial,Megasport Sport Palace,arena,16500.0,Europe,Russia,Moscow,1
6402.0,parcial,Wembley Arena,arena,12500.0,Europe,England,London,1
3752.0,parcial,La Seine Musicale,concert hall,6000.0,Europe,France,Paris,1
4218.0,parcial,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
24352.0,parcial,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2
15000.0,parcial,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2
5500.0,parcial,Toki Messe,concert hall,10000.0,Asia,Japan,Niigata,1
29646.0,parcial,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,3
,unreported,Madison Square Garden,,,North America,United States,New York,1
,unreported,Gas South Arena,arena,13100.0,North America,United States,Duluth,1
,unreported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1
,unreported,SAP Center,arena,19190.0,North America,United States,San Jose,1
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1
,unreported,WAMU Theater,concert hall,7000.0,North America,United States,Seattle,1
36900.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
23329.0,parcial,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2
,unreported,Aichi Sky Expo,concert hall,10000.0,Asia,Japan,Nagoya,1
13000.0,parcial,Aichi Sky Expo,concert hall,10000.0,Asia,Japan,Nagoya,2
24155.0,parcial,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,2
43500.0,parcial,Makuhari Messe,arena,,Asia,Japan,Chiba,3
4566.0,parcial,Istora Senayan,arena,7166.0,Asia,Indonesia,Jakarta,1
8538.0,parcial,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2
,unreported,Prudential Center,arena,17000.0,North America,United States,Newark,1
,unreported,United Center,arena,23500.0,North America,United States,Chicago,1
,unreported,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1
4793.0,parcial,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1
7233.0,parcial,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1
,unreported,SAP Center,arena,19190.0,North America,United States,San Jose,1
3878.0,parcial,accesso ShoWare Center,arena,7141.0,North America,United States,Kent,1
7636.0,parcial,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,1
,unreported,Movistar Arena,arena,15000.0,Europe,Spain,Madrid,1
,unreported,La Seine Musicale,concert hall,6000.0,Europe,France,Paris,1
,unreported,Wembley Arena,arena,12500.0,Europe,England,London,1
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1
34923.0,reported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2
8377.0,reported,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,1
8806.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1
12601.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1
12561.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1
9124.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,1
9282.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1
12421.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1
11341.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,1
9503.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1
9028.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,1
13763.0,reported,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,1
10717.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1
17336.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,2
19270.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
16956.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2
8191.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
78593.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
93063.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
81644.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
39480.0,reported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1
25079.0,reported,Madya Stadium,stadium,,Asia,Indonesia,Jakarta,1
34341.0,reported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2
89119.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
61088.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2
108239.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,3
107848.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
68670.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
59023.0,reported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,2
54035.0,reported,Philippine Sports Stadium,stadium,25000.0,Asia,Philippines,Bulacan,2
37486.0,reported,Macau Olympic Sports Center,stadium,16272.0,Asia,Macau,Macau,2
56047.0,reported,Incheon Stadium,stadium,29376.0,Asia,South Korea,Incheon,2
71525.0,reported,World Cup Stadium,stadium,66704.0,Asia,South Korea,Seoul,2
100565.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2
140328.0,reported,Nissan Stadium,stadium,72327.0,Asia,Japan,Yokohama,2
57421.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2
21808.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2
25532.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2
25723.0,reported,Frost Bank Center,arena,19000.0,North America,United States,San Antonio,2
23409.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2
43069.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2
76020.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
87763.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
112150.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
106571.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,3
57632.0,reported,Philippine Sports Stadium,stadium,25000.0,Asia,Philippines,Bulacan,2
73985.0,reported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,2
64819.0,reported,International Stadium,arena,82000.0,Asia,Indonesia,Jakarta,2
68845.0,reported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,2
50053.0,reported,Incheon Stadium,stadium,29376.0,Asia,South Korea,Incheon,2
71192.0,reported,Kai Tak Stadium,stadium,45995.0,Asia,Hong Kong,Hong Kong,2
11319.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1
26734.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2
13220.0,reported,Moody Center,arena,16223.0,North America,United States,Austin,2
15527.0,reported,Amerant Bank Arena,arena,23000.0,North America,United States,Sunrise,2
18437.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,2
,unreported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,3
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
,unreported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
,unreported,Kai Tak Stadium,stadium,45995.0,Asia,Hong Kong,Hong Kong,2
,unreported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,1
,unreported,Suphachalasai Stadium,stadium,35000.0,Asia,Thailand,Bangkok,2
,unreported,Philippine Sports Stadium,stadium,25000.0,Asia,Philippines,Bulacan,1
,unreported,Incheon Stadium,stadium,29376.0,Asia,South Korea,Incheon,2
15693.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,3
12000.0,reported,World Memorial Hall,arena,8000.0,Asia,Japan,Kobe,2
21580.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2
24186.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2
12718.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1
24920.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2
12507.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1
23522.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,2
20026.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2
21641.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2
20231.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2
15862.0,reported,Beach City International Stadium,arena,15000.0,Asia,Indonesia,Jakarta,2
20817.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
8813.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
56862.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2
23139.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2
23897.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2
79331.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
17629.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2
23019.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,2
22626.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,2
45380.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2
73789.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
75516.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
77833.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
31267.0,reported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2
95371.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
40907.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,4
31462.0,reported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,1
27336.0,reported,Marvel Stadium,stadium,56347.0,Oceania,Australia,Melbourne,1
36589.0,reported,Allianz Stadium,stadium,42500.0,Oceania,Australia,Sydney,1
41273.0,reported,National Stadium,stadium,55000.0,Asia,Taiwan,Kaohsiung,1
143575.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3
23047.0,reported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1
21277.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,2
