attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_Japan,2025,9,3,Thu,Fri,0
28543.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_South Korea,2025,10,4,Fri,Sun,1
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Malaysia,2026,4,2,Sat,Sat,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Japan,2026,4,2,Sat,Sun,1
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Philippines,2026,4,2,Sat,Sat,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Singapore,2026,5,2,Sat,Sat,1
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Macau,2026,5,2,Sat,Sun,1
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Australia,2026,6,2,Sat,Sat,1
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Australia,2026,6,2,Tue,Tue,0
,unreported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_New Zealand,2026,6,2,Sat,Sat,1
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Japan,2026,6,2,Wed,Wed,0
8237.0,parcial,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada,2026,7,3,Tue,Tue,0
9373.0,parcial,Bell Center,arena,15000.0,North America,Canada,Montreal,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada,2026,7,3,Thu,Thu,0
7348.0,parcial,Prudential Center,arena,17000.0,North America,United States,Newark,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States,2026,7,3,Sat,Sat,1
4456.0,parcial,Moody Center,arena,16223.0,North America,United States,Austin,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States,2026,7,3,Wed,Wed,0
7745.0,parcial,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States,2026,8,3,Sat,Sat,1
6645.0,parcial,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States,2026,8,3,Tue,Tue,0
8055.0,parcial,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States,2026,8,3,Fri,Fri,1
8434.0,parcial,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada,2026,8,3,Sun,Sun,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Hong Kong,2026,9,3,Fri,Sat,1
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Taiwan,2026,9,3,Fri,Sat,1
10503.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_South Korea,2023,8,3,Sat,Sun,1
17009.0,reported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan,2023,8,3,Wed,Thu,0
24348.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan,2023,8,3,Wed,Thu,0
20056.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan,2023,9,3,Wed,Thu,0
11200.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Hong Kong,2023,9,3,Sat,Sun,1
2625.0,reported,JIExpo Kemayoran,theater,2500.0,Asia,Indonesia,Jakarta,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Indonesia,2023,10,4,Tue,Tue,0
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Thailand,2023,10,4,Sat,Sun,1
8507.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",2,rookie,LE SSERAFIM_South Korea,2025,4,2,Sat,Sun,1
14161.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan,2025,5,2,Tue,Wed,0
16340.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan,2025,5,2,Tue,Wed,0
16722.0,reported,West Japan General Exhibition Center Annex,concert hall,,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan,2025,6,2,Sat,Sun,1
52947.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan,2025,6,2,Thu,Sat,0
18333.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Taiwan,2025,7,3,Sat,Sun,1
19584.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Hong Kong,2025,7,3,Fri,Sat,1
9043.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Philippines,2025,8,3,Sat,Sat,1
8696.0,reported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Thailand,2025,8,3,Sat,Sun,1
6717.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Singapore,2025,8,3,Sat,Sat,1
10178.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Wed,Wed,0
5798.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Fri,Fri,1
3469.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Mon,Mon,0
11385.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Fri,Fri,1
4701.0,reported,Bill Graham Civic Auditorium,arena,8500.0,North America,United States,San Francisco,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Sun,Sun,1
12335.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Wed,Wed,0
7540.0,reported,Michelob Ultra Arena,arena,12000.0,North America,United States,Las Vegas,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States,2025,9,3,Sat,Sat,1
13189.0,reported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Mexico,2025,9,3,Tue,Tue,0
73236.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan,2025,11,4,Tue,Wed,0
10474.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_South Korea,2026,1,1,Sat,Sun,1
,unreported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_South Korea,2026,7,3,Sat,Sun,1
,unreported,Osaka-jo Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan,2026,7,3,Sat,Sun,1
,unreported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan,2026,7,3,Thu,Sun,0
,unreported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan,2026,8,3,Sat,Sun,1
,unreported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan,2026,8,3,Tue,Wed,0
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan,2026,9,3,Thu,Thu,0
,unreported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Wed,Wed,0
,unreported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Sun,Sun,1
,unreported,SAP Center,arena,19190.0,North America,United States,San Jose,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Wed,Wed,0
,unreported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Fri,Fri,1
,unreported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Sun,Sun,1
,unreported,Kia Center,arena,17030.0,North America,United States,Orlando,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,9,3,Wed,Wed,0
,unreported,United Center,arena,23500.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,10,4,Fri,Fri,1
,unreported,Capital One Arena,arena,20356.0,North America,United States,Washington,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,10,4,Mon,Mon,0
,unreported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States,2026,10,4,Thu,Thu,0
,unreported,O2 Arena,arena,20000.0,Europe,England,London,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_England,2026,10,4,Fri,Fri,1
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Netherlands,2026,10,4,Sun,Sun,1
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_France,2026,10,4,Wed,Wed,0
,unreported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Denmark,2026,10,4,Fri,Fri,1
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Germany,2026,10,4,Mon,Mon,0
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Taiwan,2026,11,4,Sat,Sun,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Singapore,2026,11,4,Sat,Sat,1
,unreported,MOA Arena,arena,15000.0,Asia,Philippines,Pasay,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Philippines,2026,12,4,Sat,Sun,1
67865.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan,2024,11,4,Sun,Mon,1
79230.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan,2024,11,4,Sun,Mon,1
98449.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan,2025,1,1,Wed,Thu,0
11574.0,parcial,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,NMIXX,female,4,6,JYP,3,growing,NMIXX_South Korea,2025,11,4,Sat,Sun,1
,unreported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Spain,2026,3,1,Tue,Tue,0
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Netherlands,2026,3,1,Fri,Fri,1
,unreported,Salle Pleyel,concert hall,2000.0,Europe,France,Paris,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_France,2026,3,1,Sun,Sun,1
,unreported,Centennial Hall ,concert hall,4800.0,Europe,Germany,Frankfurt,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Germany,2026,3,1,Tue,Tue,0
,unreported,Eventim Apollo,concert hall,5039.0,Europe,England,London,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_England,2026,3,1,Thu,Thu,0
,unreported,Great Canadian Toronto,concert hall,,North America,Canada,Toronto,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Canada,2026,3,1,Sun,Sun,1
,unreported,Brooklyn Paramount,theater,2700.0,North America,United States,New York,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States,2026,3,1,Tue,Tue,0
2808.0,parcial,The Theater at MGM National Harbor,theater,,North America,United States,Oxon Hill,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States,2026,4,2,Thu,Thu,0
3738.0,parcial,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States,2026,4,2,Sat,Sat,1
3040.0,parcial,Paramount Theatre,concert hall,3040.0,North America,United States,Oakland,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States,2026,4,2,Tue,Tue,0
5428.0,parcial,YouTube Theater,theater,6000.0,North America,United States,Inglewood,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States,2026,4,2,Thu,Thu,0
,unreported,EmSphere,arena,6000.0,Asia,Thailand,Bangkok,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Thailand,2026,6,2,Sat,Sat,1
,unreported,The Star Performing Arts Centre,concert hall,5000.0,Asia,Singapore,Singapore,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Singapore,2026,6,2,Sat,Sat,1
,unreported,Kaohsiung Arena,arena,15000.0,Asia,Taiwan,Kaohsiung,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Taiwan,2026,7,3,Sat,Sat,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Hong Kong,2026,7,3,Sat,Sat,1
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2,NMIXX,female,4,6,JYP,4,growing,NMIXX_Japan,2026,8,3,Sat,Sun,1
23622.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,3,growing,TWICE_South Korea,2019,5,2,Sat,Sun,1
8044.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,TWICE,female,3,9,JYP,3,growing,TWICE_Thailand,2019,6,2,Sat,Sat,1
8594.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,TWICE,female,3,9,JYP,3,growing,TWICE_Philippines,2019,6,2,Sat,Sat,1
8514.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,TWICE,female,3,9,JYP,3,growing,TWICE_Singapore,2019,7,3,Sat,Sat,1
11827.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States,2019,7,3,Wed,Wed,0
7942.0,reported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1,TWICE,female,3,9,JYP,3,growing,TWICE_Mexico,2019,7,3,Fri,Fri,1
10297.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States,2019,7,3,Sun,Sun,1
5911.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States,2019,7,3,Tue,Tue,0
8113.0,reported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,TWICE,female,3,9,JYP,3,growing,TWICE_Malaysia,2019,8,3,Sat,Sat,1
8753.0,reported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,1,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2019,10,4,Wed,Wed,0
42158.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,3,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2019,10,4,Sun,Wed,1
23860.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2019,11,4,Wed,Thu,0
12866.0,reported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2019,11,4,Sat,Sun,1
18000.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,3,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2019,11,4,Fri,Sun,1
23646.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2020,2,1,Tue,Wed,0
20000.0,reported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2020,2,1,Sat,Sun,1
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2020,3,1,Sat,Sun,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan,2020,4,2,Wed,Thu,0
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,1,TWICE,female,3,9,JYP,6,established,TWICE_South Korea,2021,12,4,Sat,Sun,1
8874.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,6,established,TWICE_South Korea,2021,12,4,Sat,Sun,1
25507.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,2,1,Tue,Wed,0
12891.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,2,1,Fri,Fri,1
10357.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,2,1,Tue,Tue,0
11596.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,2,1,Thu,Thu,0
26768.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,2,1,Sat,Sun,1
146961.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3,TWICE,female,3,9,JYP,6,established,TWICE_Japan,2022,4,2,Sat,Mon,1
46710.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,TWICE,female,3,9,JYP,6,established,TWICE_United States,2022,5,2,Sat,Sun,1
24178.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,6,established,TWICE_Japan,2022,10,4,Sat,Sun,1
34704.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,3,TWICE,female,3,9,JYP,6,established,TWICE_Japan,2022,10,4,Sat,Mon,1
16329.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,7,established,TWICE_South Korea,2023,4,2,Sat,Sun,1
22919.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,TWICE,female,3,9,JYP,7,established,TWICE_Australia,2023,5,2,Tue,Wed,0
22581.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,TWICE,female,3,9,JYP,7,established,TWICE_Australia,2023,5,2,Sat,Sun,1
102239.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,7,established,TWICE_Japan,2023,5,2,Sat,Sun,1
108131.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,7,established,TWICE_Japan,2023,5,2,Sat,Sun,1
48345.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Sat,Sat,1
23703.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Mon,Tue,0
18023.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Fri,Fri,1
24925.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,1,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Wed,Wed,0
19605.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,2,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Sat,Sun,1
22263.0,reported,United Center,arena,23500.0,North America,United States,Chicago,2,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,6,2,Wed,Thu,0
27648.0,reported,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,2,TWICE,female,3,9,JYP,7,established,TWICE_Canada,2023,7,3,Sun,Mon,1
47907.0,reported,MetLife Stadium,stadium,82500.0,North America,United States,East Rutherford,1,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,7,3,Thu,Thu,0
28568.0,reported,Truist Park,stadium,41108.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,7,established,TWICE_United States,2023,7,3,Sun,Sun,1
18258.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,TWICE,female,3,9,JYP,7,established,TWICE_Singapore,2023,9,3,Sat,Sun,1
28148.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2,TWICE,female,3,9,JYP,7,established,TWICE_England,2023,9,3,Thu,Fri,0
13523.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1,TWICE,female,3,9,JYP,7,established,TWICE_France,2023,9,3,Mon,Mon,0
22099.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,TWICE,female,3,9,JYP,7,established,TWICE_Germany,2023,9,3,Wed,Thu,0
21123.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,TWICE,female,3,9,JYP,7,established,TWICE_Thailand,2023,9,3,Sat,Sun,1
86930.0,reported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,2,TWICE,female,3,9,JYP,7,established,TWICE_Philippines,2023,9,3,Sat,Sun,1
24636.0,reported,Marvel Stadium,stadium,56347.0,Oceania,Australia,Melbourne,1,TWICE,female,3,9,JYP,8,established,TWICE_Australia,2023,11,4,Sat,Sat,1
76543.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan,2023,12,4,Sat,Sun,1
21964.0,reported,International Stadium,arena,82000.0,Asia,Indonesia,Jakarta,1,TWICE,female,3,9,JYP,8,established,TWICE_Indonesia,2023,12,4,Sat,Sat,1
81709.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan,2023,12,4,Wed,Thu,0
114049.0,reported,Estadio GNP Seguros,stadium,65000.0,North America,Mexico,Mexico City,2,TWICE,female,3,9,JYP,8,established,TWICE_Mexico,2024,2,1,Fri,Sat,1
65984.0,reported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,2,TWICE,female,3,9,JYP,8,established,TWICE_Brazil,2024,2,1,Tue,Wed,0
39880.0,reported,Allegiant Stadium,stadium,65000.0,North America,United States,Las Vegas,1,TWICE,female,3,9,JYP,8,established,TWICE_United States,2024,3,1,Sat,Sat,1
102093.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan,2024,7,3,Sat,Sun,1
112289.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan,2024,7,3,Sat,Sun,1
